city,year,crime,incidences,rate
Jaipur,2014,Grievous Hurt (Section 325 & 326 IPC),6,0.2
Jaipur,2014,Acid Attack (Section 326A IPC),0,0
Jaipur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Jamshedpur,2014,Arson,1,0.1
Jamshedpur,2014,Grievous Hurt (Total),56,4.2
Jamshedpur,2014,Grievous Hurt (Section 325 & 326 IPC),55,4.1
Jamshedpur,2014,Acid Attack (Section 326A IPC),1,0.1
Jamshedpur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Jodhpur,2014,Arson,11,1
Jodhpur,2014,Grievous Hurt (Total),10,0.9
Jodhpur,2014,Grievous Hurt (Section 325 & 326 IPC),10,0.9
Jodhpur,2014,Acid Attack (Section 326A IPC),0,0
Jodhpur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kannur,2014,Arson,20,1.2
Kannur,2014,Grievous Hurt (Total),8,0.5
Kannur,2014,Grievous Hurt (Section 325 & 326 IPC),8,0.5
Kannur,2014,Acid Attack (Section 326A IPC),0,0
Kannur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kanpur,2014,Arson,3,0.1
Kanpur,2014,Grievous Hurt (Total),91,3.1
Kanpur,2014,Grievous Hurt (Section 325 & 326 IPC),90,3.1
Kanpur,2014,Acid Attack (Section 326A IPC),0,0
Kanpur,2014,Attempt To Acid Attack (Section 326B IPC),1,0
Kochi,2014,Arson,3,0.1
Kochi,2014,Grievous Hurt (Total),49,2.3
Kochi,2014,Grievous Hurt (Section 325 & 326 IPC),49,2.3
Kochi,2014,Acid Attack (Section 326A IPC),0,0
Kochi,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kolkata,2014,Arson,0,0
Kolkata,2014,Grievous Hurt (Total),905,6.4
Kolkata,2014,Grievous Hurt (Section 325 & 326 IPC),905,6.4
Kolkata,2014,Acid Attack (Section 326A IPC),0,0
Kolkata,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kollam,2014,Arson,13,1.2
Kollam,2014,Grievous Hurt (Total),132,11.9
Kollam,2014,Grievous Hurt (Section 325 & 326 IPC),132,11.9
Kollam,2014,Acid Attack (Section 326A IPC),0,0
Kollam,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kota,2014,Arson,1,0.1
Kota,2014,Grievous Hurt (Total),28,2.8
Kota,2014,Grievous Hurt (Section 325 & 326 IPC),28,2.8
Kota,2014,Acid Attack (Section 326A IPC),0,0
Kota,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Kozhikode,2014,Arson,9,0.4
Kozhikode,2014,Grievous Hurt (Total),31,1.5
Kozhikode,2014,Grievous Hurt (Section 325 & 326 IPC),31,1.5
Kozhikode,2014,Acid Attack (Section 326A IPC),0,0
Kozhikode,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Lucknow,2014,Arson,11,0.4
Lucknow,2014,Grievous Hurt (Total),91,3.1
Lucknow,2014,Grievous Hurt (Section 325 & 326 IPC),91,3.1
Lucknow,2014,Acid Attack (Section 326A IPC),0,0
Lucknow,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Ludhiana,2014,Arson,5,0.3
Ludhiana,2014,Grievous Hurt (Total),208,12.9
Ludhiana,2014,Grievous Hurt (Section 325 & 326 IPC),206,12.8
Ludhiana,2014,Acid Attack (Section 326A IPC),2,0.1
Ludhiana,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Madurai,2014,Arson,7,0.5
Madurai,2014,Grievous Hurt (Total),4,0.3
Madurai,2014,Grievous Hurt (Section 325 & 326 IPC),4,0.3
Madurai,2014,Acid Attack (Section 326A IPC),0,0
Madurai,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Malappuram,2014,Arson,4,0.2
Malappuram,2014,Grievous Hurt (Total),20,1.2
Malappuram,2014,Grievous Hurt (Section 325 & 326 IPC),20,1.2
Malappuram,2014,Acid Attack (Section 326A IPC),0,0
Malappuram,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Meerut,2014,Arson,0,0
Meerut,2014,Grievous Hurt (Total),10,0.7
Meerut,2014,Grievous Hurt (Section 325 & 326 IPC),10,0.7
Meerut,2014,Acid Attack (Section 326A IPC),0,0
Meerut,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Mumbai,2014,Arson,54,0.3
Mumbai,2014,Grievous Hurt (Total),2006,10.9
Mumbai,2014,Grievous Hurt (Section 325 & 326 IPC),2004,10.9
Mumbai,2014,Acid Attack (Section 326A IPC),2,0
Mumbai,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Nagpur,2014,Arson,33,1.3
Nagpur,2014,Grievous Hurt (Total),313,12.5
Nagpur,2014,Grievous Hurt (Section 325 & 326 IPC),312,12.5
Nagpur,2014,Acid Attack (Section 326A IPC),0,0
Nagpur,2014,Attempt To Acid Attack (Section 326B IPC),1,0
Nasik,2014,Arson,6,0.4
Nasik,2014,Grievous Hurt (Total),65,4.2
Nasik,2014,Grievous Hurt (Section 325 & 326 IPC),65,4.2
Nasik,2014,Acid Attack (Section 326A IPC),0,0
Nasik,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Patna,2014,Arson,0,0
Patna,2014,Grievous Hurt (Total),2515,122.9
Patna,2014,Grievous Hurt (Section 325 & 326 IPC),2515,122.9
Patna,2014,Acid Attack (Section 326A IPC),0,0
Patna,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Pune,2014,Arson,38,0.8
Pune,2014,Grievous Hurt (Total),470,9.3
Pune,2014,Grievous Hurt (Section 325 & 326 IPC),469,9.3
Pune,2014,Acid Attack (Section 326A IPC),0,0
Pune,2014,Attempt To Acid Attack (Section 326B IPC),1,0
Raipur,2014,Arson,19,1.7
Raipur,2014,Grievous Hurt (Total),99,8.8
Raipur,2014,Grievous Hurt (Section 325 & 326 IPC),99,8.8
Raipur,2014,Acid Attack (Section 326A IPC),0,0
Raipur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Rajkot,2014,Arson,11,0.8
Rajkot,2014,Grievous Hurt (Total),92,6.6
Rajkot,2014,Grievous Hurt (Section 325 & 326 IPC),92,6.6
Rajkot,2014,Acid Attack (Section 326A IPC),0,0
Rajkot,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Ranchi,2014,Arson,9,0.8
Ranchi,2014,Grievous Hurt (Total),421,37.4
Ranchi,2014,Grievous Hurt (Section 325 & 326 IPC),421,37.4
Ranchi,2014,Acid Attack (Section 326A IPC),0,0
Ranchi,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Srinagar,2014,Arson,27,2.1
Srinagar,2014,Grievous Hurt (Total),8,0.6
Srinagar,2014,Grievous Hurt (Section 325 & 326 IPC),6,0.5
Srinagar,2014,Acid Attack (Section 326A IPC),2,0.2
Srinagar,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Surat,2014,Arson,4,0.1
Surat,2014,Grievous Hurt (Total),355,7.7
Surat,2014,Grievous Hurt (Section 325 & 326 IPC),355,7.7
Surat,2014,Acid Attack (Section 326A IPC),0,0
Surat,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Thiruvananthapuram,2014,Arson,10,0.6
Thiruvananthapuram,2014,Grievous Hurt (Total),48,2.8
Thiruvananthapuram,2014,Grievous Hurt (Section 325 & 326 IPC),48,2.8
Thiruvananthapuram,2014,Acid Attack (Section 326A IPC),0,0
Thiruvananthapuram,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Thrissur,2014,Arson,12,0.6
Thrissur,2014,Grievous Hurt (Total),67,3.6
Thrissur,2014,Grievous Hurt (Section 325 & 326 IPC),67,3.6
Thrissur,2014,Acid Attack (Section 326A IPC),0,0
Thrissur,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Tiruch irapalli,2014,Arson,0,0
Tiruch irapalli,2014,Grievous Hurt (Total),13,1.3
Tiruch irapalli,2014,Grievous Hurt (Section 325 & 326 IPC),13,1.3
Tiruch irapalli,2014,Acid Attack (Section 326A IPC),0,0
Tiruch irapalli,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Vadodara,2014,Arson,8,0.4
Vadodara,2014,Grievous Hurt (Total),106,5.8
Vadodara,2014,Grievous Hurt (Section 325 & 326 IPC),105,5.8
Vadodara,2014,Acid Attack (Section 326A IPC),1,0.1
Vadodara,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Varanasi,2014,Arson,0,0
Varanasi,2014,Grievous Hurt (Total),74,5.2
Varanasi,2014,Grievous Hurt (Section 325 & 326 IPC),74,5.2
Varanasi,2014,Acid Attack (Section 326A IPC),0,0
Varanasi,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Vasai Virar,2014,Arson,4,0.3
Vasai Virar,2014,Grievous Hurt (Total),77,6.3
Vasai Virar,2014,Grievous Hurt (Section 325 & 326 IPC),76,6.2
Vasai Virar,2014,Acid Attack (Section 326A IPC),1,0.1
Vasai Virar,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Vijayawada,2014,Arson,21,1.4
Vijayawada,2014,Grievous Hurt (Total),25,1.7
Vijayawada,2014,Grievous Hurt (Section 325 & 326 IPC),25,1.7
Vijayawada,2014,Acid Attack (Section 326A IPC),0,0
Vijayawada,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Vishakhapatnam,2014,Arson,14,0.8
Vishakhapatnam,2014,Grievous Hurt (Total),64,3.7
Vishakhapatnam,2014,Grievous Hurt (Section 325 & 326 IPC),63,3.6
Vishakhapatnam,2014,Acid Attack (Section 326A IPC),1,0.1
Vishakhapatnam,2014,Attempt To Acid Attack (Section 326B IPC),0,0
Agra,2014,Dowry Deaths,36,4.5
Agra,2014,Assault on women,207,25.7
Agra,2014,Sexual Harassment of women,158,19.7
Agra,2014,Use of Criminal Force with intent to Disrobe women,8,1
Ahmedabad,2014,Dowry Deaths,11,0.4
Ahmedabad,2014,Assault on women,162,5.4
Ahmedabad,2014,Sexual Harassment of women,68,2.3
Ahmedabad,2014,Use of Criminal Force with intent to Disrobe women,1,0
Allahabad,2014,Dowry Deaths,14,2.5
Allahabad,2014,Assault on women,96,17.1
Allahabad,2014,Sexual Harassment of women,50,8.9
Allahabad,2014,Use of Criminal Force with intent to Disrobe women,4,0.7
Amritsar,2014,Dowry Deaths,3,0.5
Amritsar,2014,Assault on women,45,8.1
Amritsar,2014,Sexual Harassment of women,45,8.1
Amritsar,2014,Use of Criminal Force with intent to Disrobe women,0,0
Asansol,2014,Dowry Deaths,28,4.7
Asansol,2014,Assault on women,158,26.6
Asansol,2014,Sexual Harassment of women,31,5.2
Asansol,2014,Use of Criminal Force with intent to Disrobe women,38,6.4
Aurangabad,2014,Dowry Deaths,2,0.4
Aurangabad,2014,Assault on women,227,39.9
Aurangabad,2014,Sexual Harassment of women,110,19.3
Aurangabad,2014,Use of Criminal Force with intent to Disrobe women,17,3
Bengaluru,2014,Dowry Deaths,57,1.4
Bengaluru,2014,Assault on women,680,16.8
Bengaluru,2014,Sexual Harassment of women,53,1.3
Bengaluru,2014,Use of Criminal Force with intent to Disrobe women,8,0.2
Bhopal,2014,Dowry Deaths,16,1.8
Bhopal,2014,Assault on women,289,32.2
Bhopal,2014,Sexual Harassment of women,289,32.2
Bhopal,2014,Use of Criminal Force with intent to Disrobe women,0,0
Chandigarh City,2014,Dowry Deaths,2,0.4
Chandigarh City,2014,Assault on women,78,16.8
Chandigarh City,2014,Sexual Harassment of women,30,6.5
Chandigarh City,2014,Use of Criminal Force with intent to Disrobe women,3,0.6
Chennai,2014,Dowry Deaths,10,0.2
Chennai,2014,Assault on women,59,1.4
Chennai,2014,Sexual Harassment of women,0,0
Chennai,2014,Use of Criminal Force with intent to Disrobe women,0,0
Coimbatore,2014,Dowry Deaths,0,0
Coimbatore,2014,Assault on women,8,0.7
Coimbatore,2014,Sexual Harassment of women,0,0
Coimbatore,2014,Use of Criminal Force with intent to Disrobe women,0,0
Delhi (City),2014,Dowry Deaths,127,1.7
Delhi (City),2014,Assault on women,3810,50.3
Delhi (City),2014,Sexual Harassment of women,1066,14.1
Delhi (City),2014,Use of Criminal Force with intent to Disrobe women,316,4.2
Dhanbad,2014,Dowry Deaths,9,1.6
Dhanbad,2014,Assault on women,18,3.2
Dhanbad,2014,Sexual Harassment of women,0,0
Dhanbad,2014,Use of Criminal Force with intent to Disrobe women,0,0
Durg-Bhilainagar,2014,Dowry Deaths,9,1.7
Durg-Bhilainagar,2014,Assault on women,194,37.5
Durg-Bhilainagar,2014,Sexual Harassment of women,0,0
Durg-Bhilainagar,2014,Use of Criminal Force with intent to Disrobe women,0,0
Faridabad,2014,Dowry Deaths,20,3.1
Faridabad,2014,Assault on women,94,14.4
Faridabad,2014,Sexual Harassment of women,35,5.4
Faridabad,2014,Use of Criminal Force with intent to Disrobe women,21,3.2
Ghaziabad,2014,Dowry Deaths,17,1.5
Ghaziabad,2014,Assault on women,168,15.2
Ghaziabad,2014,Sexual Harassment of women,83,7.5
Ghaziabad,2014,Use of Criminal Force with intent to Disrobe women,19,1.7
Gwalior,2014,Dowry Deaths,28,5.5
Gwalior,2014,Assault on women,272,53
Gwalior,2014,Sexual Harassment of women,47,9.2
Gwalior,2014,Use of Criminal Force with intent to Disrobe women,10,1.9
Flyderabad,2014,Dowry Deaths,22,0.6
Flyderabad,2014,Assault on women,393,10.4
Flyderabad,2014,Sexual Harassment of women,115,3.1
Flyderabad,2014,Use of Criminal Force with intent to Disrobe women,18,0.5
Indore,2014,Dowry Deaths,23,2.2
Indore,2014,Assault on women,301,29
Indore,2014,Sexual Harassment of women,80,7.7
Indore,2014,Use of Criminal Force with intent to Disrobe women,4,0.4
Jabalpur,2014,Dowry Deaths,17,2.8
Jabalpur,2014,Assault on women,221,36.6
Jabalpur,2014,Sexual Harassment of women,0,0
Jabalpur,2014,Use of Criminal Force with intent to Disrobe women,0,0
Jaipur,2014,Dowry Deaths,33,2.3
Jaipur,2014,Assault on women,455,31.3
Jaipur,2014,Sexual Harassment of women,52,3.6
Jaipur,2014,Use of Criminal Force with intent to Disrobe women,44,3
Jamshedpur,2014,Dowry Deaths,8,1.3
Jamshedpur,2014,Assault on women,30,4.7
Jamshedpur,2014,Sexual Harassment of women,8,1.3
Jamshedpur,2014,Use of Criminal Force with intent to Disrobe women,6,0.9
Jodhpur,2014,Dowry Deaths,8,1.5
Jodhpur,2014,Assault on women,212,39.4
Jodhpur,2014,Sexual Harassment of women,23,4.3
Jodhpur,2014,Use of Criminal Force with intent to Disrobe women,16,3
Kannur,2014,Dowry Deaths,1,0.1
Kannur,2014,Assault on women,47,5.3
Kannur,2014,Sexual Harassment of women,3,0.3
Kannur,2014,Use of Criminal Force with intent to Disrobe women,0,0
Kanpur,2014,Dowry Deaths,27,2
Kanpur,2014,Assault on women,129,9.7
Kanpur,2014,Sexual Harassment of women,38,2.8
Kanpur,2014,Use of Criminal Force with intent to Disrobe women,30,2.2
Kochi,2014,Dowry Deaths,0,0
Kochi,2014,Assault on women,158,14.7
Kochi,2014,Sexual Harassment of women,158,14.7
Kochi,2014,Use of Criminal Force with intent to Disrobe women,0,0
Kolkata,2014,Dowry Deaths,12,0.2
Kolkata,2014,Assault on women,577,8.5
Kolkata,2014,Sexual Harassment of women,133,2
Kolkata,2014,Use of Criminal Force with intent to Disrobe women,38,0.6
Kollam,2014,Dowry Deaths,1,0.2
Kollam,2014,Assault on women,287,49.5
Kollam,2014,Sexual Harassment of women,287,49.5
Kollam,2014,Use of Criminal Force with intent to Disrobe women,0,0
Kota,2014,Dowry Deaths,3,0.6
Kota,2014,Assault on women,102,21.6
Kota,2014,Sexual Harassment of women,30,6.4
Kota,2014,Use of Criminal Force with intent to Disrobe women,0,0
Kozhikode,2014,Dowry Deaths,1,0.1
Kozhikode,2014,Assault on women,107,10.1
Kozhikode,2014,Sexual Harassment of women,6,0.6
Kozhikode,2014,Use of Criminal Force with intent to Disrobe women,0,0
Lucknow,2014,Dowry Deaths,31,2.2
Lucknow,2014,Assault on women,229,16.6
Lucknow,2014,Sexual Harassment of women,134,9.7
Lucknow,2014,Use of Criminal Force with intent to Disrobe women,19,1.4
Ludhiana,2014,Dowry Deaths,5,0.7
Ludhiana,2014,Assault on women,98,13.3
Ludhiana,2014,Sexual Harassment of women,10,1.4
Ludhiana,2014,Use of Criminal Force with intent to Disrobe women,2,0.3
Madurai,2014,Dowry Deaths,1,0.1
Madurai,2014,Assault on women,22,3
Madurai,2014,Sexual Harassment of women,22,3
Madurai,2014,Use of Criminal Force with intent to Disrobe women,0,0
Malappuram,2014,Dowry Deaths,0,0
Malappuram,2014,Assault on women,75,8.4
Malappuram,2014,Sexual Harassment of women,3,0.3
Malappuram,2014,Use of Criminal Force with intent to Disrobe women,0,0
Meerut,2014,Dowry Deaths,20,3
Meerut,2014,Assault on women,217,32.4
Meerut,2014,Sexual Harassment of women,91,13.6
Meerut,2014,Use of Criminal Force with intent to Disrobe women,10,1.5
Mumbai,2014,Dowry Deaths,22,0.3
Mumbai,2014,Assault on women,1626,19.1
Mumbai,2014,Sexual Harassment of women,650,7.6
Mumbai,2014,Use of Criminal Force with intent to Disrobe women,49,0.6
Nagpur,2014,Dowry Deaths,10,0.8
Nagpur,2014,Assault on women,279,22.8
Nagpur,2014,Sexual Harassment of women,197,16.1
Nagpur,2014,Use of Criminal Force with intent to Disrobe women,11,0.9
Nasik,2014,Dowry Deaths,3,0.4
Nasik,2014,Assault on women,101,13.7
Nasik,2014,Sexual Harassment of women,47,6.4
Nasik,2014,Use of Criminal Force with intent to Disrobe women,15,2
Patna,2014,Dowry Deaths,41,4.3
Patna,2014,Assault on women,0,0
Patna,2014,Sexual Harassment of women,0,0
Patna,2014,Use of Criminal Force with intent to Disrobe women,0,0
Pune,2014,Dowry Deaths,20,0.8
Pune,2014,Assault on women,454,19
Pune,2014,Sexual Harassment of women,110,4.6
Pune,2014,Use of Criminal Force with intent to Disrobe women,6,0.3
Raipur,2014,Dowry Deaths,2,0.4
Raipur,2014,Assault on women,120,22.1
Raipur,2014,Sexual Harassment of women,42,7.7
Raipur,2014,Use of Criminal Force with intent to Disrobe women,5,0.9
Rajkot,2014,Dowry Deaths,0,0
Rajkot,2014,Assault on women,31,4.7
Rajkot,2014,Sexual Harassment of women,5,0.8
Rajkot,2014,Use of Criminal Force with intent to Disrobe women,0,0
Ranchi,2014,Dowry Deaths,10,1.9
Ranchi,2014,Assault on women,16,3
Ranchi,2014,Sexual Harassment of women,5,0.9
Ranchi,2014,Use of Criminal Force with intent to Disrobe women,0,0
Srinagar,2014,Dowry Deaths,0,0
Srinagar,2014,Assault on women,218,36.6
Srinagar,2014,Sexual Harassment of women,1,0.2
Srinagar,2014,Use of Criminal Force with intent to Disrobe women,0,0
Surat,2014,Dowry Deaths,2,0.1
Surat,2014,Assault on women,70,3.5
Surat,2014,Sexual Harassment of women,45,2.3
Surat,2014,Use of Criminal Force with intent to Disrobe women,0,0
Thiruvananthapuram,2014,Dowry Deaths,2,0.2
Thiruvananthapuram,2014,Assault on women,254,29.1
Thiruvananthapuram,2014,Sexual Harassment of women,52,6
Thiruvananthapuram,2014,Use of Criminal Force with intent to Disrobe women,18,2.1
Thrissur,2014,Dowry Deaths,0,0
Thrissur,2014,Assault on women,109,11.1
Thrissur,2014,Sexual Harassment of women,22,2.2
Thrissur,2014,Use of Criminal Force with intent to Disrobe women,5,0.5
Tiruch irapalli,2014,Dowry Deaths,0,0
Tiruch irapalli,2014,Assault on women,10,1.9
Tiruch irapalli,2014,Sexual Harassment of women,4,0.8
Tiruch irapalli,2014,Use of Criminal Force with intent to Disrobe women,0,0
Vadodara,2014,Dowry Deaths,1,0.1
Vadodara,2014,Assault on women,109,12.5
Vadodara,2014,Sexual Harassment of women,46,5.3
Vadodara,2014,Use of Criminal Force with intent to Disrobe women,3,0.3
Varanasi,2014,Dowry Deaths,11,1.6
Varanasi,2014,Assault on women,116,17.2
Varanasi,2014,Sexual Harassment of women,67,9.9
Varanasi,2014,Use of Criminal Force with intent to Disrobe women,25,3.7
Vasai Virar,2014,Dowry Deaths,0,0
Vasai Virar,2014,Assault on women,113,19.8
Vasai Virar,2014,Sexual Harassment of women,14,2.4
Vasai Virar,2014,Use of Criminal Force with intent to Disrobe women,5,0.9
Vijayawada,2014,Dowry Deaths,10,1.4
Vijayawada,2014,Assault on women,279,37.7
Vijayawada,2014,Sexual Harassment of women,40,5.4
Vijayawada,2014,Use of Criminal Force with intent to Disrobe women,15,2
Vishakhapatnam,2014,Dowry Deaths,13,1.5
Vishakhapatnam,2014,Assault on women,147,17.2
Vishakhapatnam,2014,Sexual Harassment of women,50,5.8
Vishakhapatnam,2014,Use of Criminal Force with intent to Disrobe women,0,0
Agra,2014,Voyeurism(Section 354C IPC),2,0.2
Agra,2014,Stalking (Section 354D IPC),18,2.2
Agra,2014,Others,21,2.6
Ahmedabad,2014,Voyeurism(Section 354C IPC),2,0.1
Ahmedabad,2014,Stalking (Section 354D IPC),12,0.4
Ahmedabad,2014,Others,79,2.6
Allahabad,2014,Voyeurism(Section 354C IPC),2,0.4
Allahabad,2014,Stalking (Section 354D IPC),40,7.1
Allahabad,2014,Others,0,0
Amritsar,2014,Voyeurism(Section 354C IPC),0,0
Amritsar,2014,Stalking (Section 354D IPC),0,0
Amritsar,2014,Others,0,0
Asansol,2014,Voyeurism(Section 354C IPC),3,0.5
Asansol,2014,Stalking (Section 354D IPC),8,1.3
Asansol,2014,Others,78,13.1
Aurangabad,2014,Voyeurism(Section 354C IPC),2,0.4
Aurangabad,2014,Stalking (Section 354D IPC),65,11.4
Aurangabad,2014,Others,33,5.8
Bengaluru,2014,Voyeurism(Section 354C IPC),4,0.1
Bengaluru,2014,Stalking (Section 354D IPC),19,0.5
Bengaluru,2014,Others,596,14.7
Bhopal,2014,Voyeurism(Section 354C IPC),0,0
Bhopal,2014,Stalking (Section 354D IPC),0,0
Bhopal,2014,Others,0,0
Chandigarh City,2014,Voyeurism(Section 354C IPC),2,0.4
Chandigarh City,2014,Stalking (Section 354D IPC),8,1.7
Chandigarh City,2014,Others,35,7.6
Chennai,2014,Voyeurism(Section 354C IPC),0,0
Chennai,2014,Stalking (Section 354D IPC),0,0
Chennai,2014,Others,59,1.4
Coimbatore,2014,Voyeurism(Section 354C IPC),0,0
Coimbatore,2014,Stalking (Section 354D IPC),0,0
Coimbatore,2014,Others,8,0.7
Delhi (City),2014,Voyeurism(Section 354C IPC),28,0.4
Delhi (City),2014,Stalking (Section 354D IPC),489,6.5
Delhi (City),2014,Others,1911,25.2
Dhanbad,2014,Voyeurism(Section 354C IPC),0,0
Dhanbad,2014,Stalking (Section 354D IPC),0,0
Dhanbad,2014,Others,18,3.2
Durg-Bhilainagar,2014,Voyeurism(Section 354C IPC),0,0
Durg-Bhilainagar,2014,Stalking (Section 354D IPC),0,0
Durg-Bhilainagar,2014,Others,194,37.5
Faridabad,2014,Voyeurism(Section 354C IPC),1,0.2
Faridabad,2014,Stalking (Section 354D IPC),17,2.6
Faridabad,2014,Others,20,3.1
Ghaziabad,2014,Voyeurism(Section 354C IPC),1,0.1
Ghaziabad,2014,Stalking (Section 354D IPC),46,4.2
Ghaziabad,2014,Others,19,1.7
Gwalior,2014,Voyeurism(Section 354C IPC),0,0
Gwalior,2014,Stalking (Section 354D IPC),27,5.3
Gwalior,2014,Others,188,36.6
Flyderabad,2014,Voyeurism(Section 354C IPC),12,0.3
Flyderabad,2014,Stalking (Section 354D IPC),35,0.9
Flyderabad,2014,Others,213,5.7
Indore,2014,Voyeurism(Section 354C IPC),1,0.1
Indore,2014,Stalking (Section 354D IPC),31,3
Indore,2014,Others,185,17.8
Jabalpur,2014,Voyeurism(Section 354C IPC),0,0
Jabalpur,2014,Stalking (Section 354D IPC),0,0
Jabalpur,2014,Others,221,36.6
Jaipur,2014,Voyeurism(Section 354C IPC),1,0.1
Jaipur,2014,Stalking (Section 354D IPC),34,2.3
Jaipur,2014,Others,324,22.3
Jamshedpur,2014,Voyeurism(Section 354C IPC),0,0
Jamshedpur,2014,Stalking (Section 354D IPC),0,0
Jamshedpur,2014,Others,16,2.5
Jodhpur,2014,Voyeurism(Section 354C IPC),3,0.6
Jodhpur,2014,Stalking (Section 354D IPC),IB,2.8
Jodhpur,2014,Others,IBB,28.8
Kannur,2014,Voyeurism(Section 354C IPC),0,0
Kannur,2014,Stalking (Section 354D IPC),0,0
Kannur,2014,Others,44,5
Kanpur,2014,Voyeurism(Section 354C IPC),0,0
Kanpur,2014,Stalking (Section 354D IPC),61,4.6
Kanpur,2014,Others,0,0
Kochi,2014,Voyeurism(Section 354C IPC),0,0
Kochi,2014,Stalking (Section 354D IPC),0,0
Kochi,2014,Others,0,0
Kolkata,2014,Voyeurism(Section 354C IPC),25,0.4
Kolkata,2014,Stalking (Section 354D IPC),118,1.7
Kolkata,2014,Others,263,3.9
Kollam,2014,Voyeurism(Section 354C IPC),0,0
Kollam,2014,Stalking (Section 354D IPC),0,0
Kollam,2014,Others,0,0
Kota,2014,Voyeurism(Section 354C IPC),0,0
Kota,2014,Stalking (Section 354D IPC),5,1.1
Kota,2014,Others,67,14.2
Kozhikode,2014,Voyeurism(Section 354C IPC),0,0
Kozhikode,2014,Stalking (Section 354D IPC),1,0.1
Kozhikode,2014,Others,100,9.4
Lucknow,2014,Voyeurism(Section 354C IPC),0,0
Lucknow,2014,Stalking (Section 354D IPC),37,2.7
Lucknow,2014,Others,39,2.8
Ludhiana,2014,Voyeurism(Section 354C IPC),1,0.1
Ludhiana,2014,Stalking (Section 354D IPC),2,0.3
Ludhiana,2014,Others,83,11.2
Madurai,2014,Voyeurism(Section 354C IPC),0,0
Madurai,2014,Stalking (Section 354D IPC),0,0
Madurai,2014,Others,0,0
Malappuram,2014,Voyeurism(Section 354C IPC),0,0
Malappuram,2014,Stalking (Section 354D IPC),0,0
Malappuram,2014,Others,72,8.1
Meerut,2014,Voyeurism(Section 354C IPC),0,0
Meerut,2014,Stalking (Section 354D IPC),43,6.4
Meerut,2014,Others,73,10.9
Mumbai,2014,Voyeurism(Section 354C IPC),14,0.2
Mumbai,2014,Stalking (Section 354D IPC),129,1.5
Mumbai,2014,Others,784,9.2
Nagpur,2014,Voyeurism(Section 354C IPC),4,0.3
Nagpur,2014,Stalking (Section 354D IPC),53,4.3
Nagpur,2014,Others,14,1.1
Nasik,2014,Voyeurism(Section 354C IPC),0,0
Nasik,2014,Stalking (Section 354D IPC),7,0.9
Nasik,2014,Others,32,4.3
Patna,2014,Voyeurism(Section 354C IPC),0,0
Patna,2014,Stalking (Section 354D IPC),0,0
Patna,2014,Others,0,0
Pune,2014,Voyeurism(Section 354C IPC),2,0.1
Pune,2014,Stalking (Section 354D IPC),38,1.6
Pune,2014,Others,298,12.5
Raipur,2014,Voyeurism(Section 354C IPC),0,0
Raipur,2014,Stalking (Section 354D IPC),11,2
Raipur,2014,Others,62,11.4
Rajkot,2014,Voyeurism(Section 354C IPC),0,0
Rajkot,2014,Stalking (Section 354D IPC),0,0
Rajkot,2014,Others,26,3.9
Ranchi,2014,Voyeurism(Section 354C IPC),0,0
Ranchi,2014,Stalking (Section 354D IPC),0,0
Ranchi,2014,Others,11,2
Srinagar,2014,Voyeurism(Section 354C IPC),0,0
Srinagar,2014,Stalking (Section 354D IPC),0,0
Srinagar,2014,Others,217,36.4
Surat,2014,Voyeurism(Section 354C IPC),0,0
Surat,2014,Stalking (Section 354D IPC),1,0.1
Surat,2014,Others,24,1.2
Thiruvananthapuram,2014,Voyeurism(Section 354C IPC),0,0
Thiruvananthapuram,2014,Stalking (Section 354D IPC),5,0.6
Thiruvananthapuram,2014,Others,179,20.5
Thrissur,2014,Voyeurism(Section 354C IPC),3,0.3
Thrissur,2014,Stalking (Section 354D IPC),7,0.7
Thrissur,2014,Others,72,7.4
